,Agency,Create Time,Area Id,Beat,Priority,Incident Type Id,Incident Type Description,Event Number,Closed Time,Location 1
4578,OP,2014-01-10T12:06:13,1.0,12X,2,601R,RUNAWAY,LOP140110000443,2014-01-10T13:41:30,"{'human_address': '{""address"":""40TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4579,OP,2014-01-10T12:16:33,2.0,,2,415TH,415 THREATS,LOP140110000449,2014-01-10T12:17:28,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4580,OP,2014-01-10T12:17:38,1.0,20X,1,415GS,415 GUNSHOTS,LOP140110000453,2014-01-10T12:59:45,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4581,OP,2014-01-10T12:17:57,2.0,24Y,2,933R,ALARM-RINGER,LOP140110000451,2014-01-10T12:38:52,"{'human_address': '{""address"":""HIGH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4582,OP,2014-01-10T12:18:54,2.0,25Y,2,933MA,ALARM-MANUALLY ACTIV,LOP140110000454,2014-01-11T00:37:49,"{'human_address': '{""address"":""DR&amp;ROCKY POINT CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4583,OP,2014-01-10T12:19:55,1.0,20X,2,R10851,RECOVERED STOLEN VEH,LOP140110000455,2014-01-10T16:16:34,"{'human_address': '{""address"":""25TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4584,OP,2014-01-10T12:23:14,1.0,06X,2,314,INDECENT EXPOSURE,LOP140110000458,2014-01-10T15:06:30,"{'human_address': '{""address"":""MACARTHUR BLVD&amp;MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4585,OP,2014-01-10T12:24:10,1.0,04X,2,10851,STOLEN VEHICLE,LOP140110000459,2014-01-10T19:08:55,"{'human_address': '{""address"":""MADISON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4586,OP,2014-01-10T12:26:09,2.0,,2,415TH,415 THREATS,LOP140110000457,2014-01-10T12:27:24,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4587,OP,2014-01-10T12:29:21,2.0,29X,2,EVAL,EVALUATION,LOP140110000468,2014-01-10T23:13:27,"{'human_address': '{""address"":""BRANN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4588,OP,2014-01-10T12:29:58,2.0,23X,2,911H,911 HANG-UP,LOP140110000464,2014-01-10T15:16:00,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4589,OP,2014-01-10T12:32:29,1.0,19X,2,R10851,RECOVERED STOLEN VEH,LOP140110000465,2014-01-10T18:27:35,"{'human_address': '{""address"":""E 11TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4590,OP,2014-01-10T12:35:20,1.0,05Y,2,415,DISTURBANCE-DRINKERS,LOP140110000471,2014-01-10T13:36:48,"{'human_address': '{""address"":""ST&amp;CENTER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4591,OP,2014-01-10T12:40:01,1.0,13Y,2,949,SUSPICIOUS VEHICLE,LOP140110000476,2014-01-10T14:33:31,"{'human_address': '{""address"":""VIEW DR&amp;HILLER DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4592,OP,2014-01-10T12:40:05,1.0,19X,1,243E,BATTERY ON CO-HABITA,LOP140110000475,2014-01-10T15:03:42,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4593,OP,2014-01-10T12:40:31,1.0,19X,1,242,BATTERY,LOP140110000474,2014-01-10T12:42:00,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4594,OP,2014-01-10T12:43:01,2.0,29X,1,912,SUSPICIOUS PERSON,LOP140110000483,2014-01-10T13:12:24,"{'human_address': '{""address"":""MORSE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4595,OP,2014-01-10T12:43:53,2.0,31Y,1,901A,VEHICLE COLLISION-PE,LOP140110000484,2014-01-15T12:21:19,"{'human_address': '{""address"":""HEGENBERGER RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4596,OP,2014-01-10T12:44:09,2.0,31X,1,901A,VEHICLE COLLISION-PE,LOP140110000485,2014-01-10T12:51:07,"{'human_address': '{""address"":""DR&amp;HEGENBERGER RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4597,OP,2014-01-10T12:44:59,2.0,26Y,1,459,BURGLARY,LOP140110000487,2014-01-10T18:32:19,"{'human_address': '{""address"":""62ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4598,OP,2014-01-10T12:49:21,1.0,10X,2,647,DISORDERLY CONDUCT,LOP140110000493,2014-01-10T14:06:27,"{'human_address': '{""address"":""AV&amp;HERZOG ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4599,OP,2014-01-10T12:54:06,2.0,32X,2,EVAL,EVALUATION,LOP140110000498,2014-01-11T04:31:57,"{'human_address': '{""address"":""AV&amp;GRAFFIAN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4600,OP,2014-01-10T12:54:12,2.0,34X,1,459,BURGLARY,LOP140110000497,2014-01-10T16:52:21,"{'human_address': '{""address"":""84TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4601,OP,2014-01-10T12:58:28,1.0,04X,2,415LT,DISTURBANCE-LANDLORD,LOP140110000503,2014-01-10T17:21:51,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4602,OP,2014-01-10T12:59:19,1.0,02Y,2,933R,ALARM-RINGER,LOP140110000502,2014-01-10T17:01:29,"{'human_address': '{""address"":""WILLOW ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4603,OP,2014-01-10T12:59:20,1.0,04X,1,211S,SILENT ROBBERY ALARM,LOP140110000501,2014-01-10T13:04:29,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4604,OP,2014-01-10T13:01:02,2.0,32X,1,243E,BATTERY ON CO-HABITA,LOP140110000504,2014-01-10T14:35:00,"{'human_address': '{""address"":""102ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4605,OP,2014-01-10T13:02:57,2.0,24X,2,975,STAND BY AND PRESERV,LOP140110000509,2014-01-10T23:58:04,"{'human_address': '{""address"":""CROSBY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4606,OP,2014-01-10T13:03:24,1.0,19X,2,647B,PROSTITUTION/DISORDE,LOP140110000514,2014-01-10T18:17:51,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4608,OP,2014-01-10T13:06:43,2.0,26Y,2,415C,415 UNKNOWN,LOP140110000515,2014-01-10T13:58:21,"{'human_address': '{""address"":""81ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4609,OP,2014-01-10T13:07:11,1.0,22X,1,211S,SILENT ROBBERY ALARM,LOP140110000516,2014-01-10T13:41:50,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4610,OP,2014-01-10T13:08:04,2.0,34X,2,647,DISORDERLY CONDUCT,LOP140110000519,2014-01-10T15:13:22,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4611,OP,2014-01-10T13:08:20,2.0,31X,2,941,PERSON DETAINED-IN C,LOP140110000520,2014-01-10T13:19:40,"{'human_address': '{""address"":""EDGEWATER DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4612,OP,2014-01-10T13:12:32,1.0,14X,2,911H,911 HANG-UP,LOP140110000522,2014-01-10T13:15:44,"{'human_address': '{""address"":""GRAND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4613,OP,2014-01-10T13:16:35,2.0,29X,2,SECCK,SECURITY CHECK,LOP140110000531,2014-01-10T16:25:35,"{'human_address': '{""address"":""MORSE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4614,OP,2014-01-10T13:18:16,1.0,04X,2,912,SUSPICIOUS PERSON,LOP140110000529,2014-01-10T13:51:40,"{'human_address': '{""address"":""MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4615,OP,2014-01-10T13:18:33,2.0,26Y,2,933R,ALARM-RINGER,LOP140110000530,2014-01-10T13:47:19,"{'human_address': '{""address"":""54TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4616,OP,2014-01-10T13:19:51,1.0,07X,2,415,DISTURBING THE PEACE,LOP140110000536,2014-01-10T15:16:31,"{'human_address': '{""address"":""FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4617,OP,2014-01-10T13:21:56,1.0,04X,2,911H,911 HANG-UP,LOP140110000533,2014-01-10T13:22:26,"{'human_address': '{""address"":""CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4618,OP,2014-01-10T13:22:29,1.0,19X,2,901,VEHICLE COLLISION/PR,LOP140110000537,2014-01-10T15:18:31,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4620,OP,2014-01-10T13:27:57,2.0,32Y,2,955,INJURIED ANIMAL,LOP140110000539,2014-01-10T15:50:49,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4621,OP,2014-01-10T13:28:22,2.0,26X,2,912,SUSPICIOUS PERSON,LOP140110000540,2014-01-10T15:22:49,"{'human_address': '{""address"":""AV&amp;COLISEUM WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4622,OP,2014-01-10T13:28:43,2.0,26Y,2,5150,MENTALLY ILL,LOP140110000541,2014-01-10T23:57:25,"{'human_address': '{""address"":""75TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4623,OP,2014-01-10T13:31:26,1.0,05X,2,HAZ,HAZARDOUS SITUATION/,LOP140110000543,2014-01-10T15:09:39,"{'human_address': '{""address"":""14TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4624,OP,2014-01-10T13:32:24,1.0,01X,2,415,DISTURBING THE PEACE,LOP140110000549,2014-01-10T14:07:49,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4625,OP,2014-01-10T13:34:02,2.0,27Y,2,273_6,VIOLATION OF COURT O,LOP140110000550,2014-01-10T13:35:50,"{'human_address': '{""address"":""66TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4626,OP,2014-01-10T13:34:42,1.0,13Y,2,933R,ALARM-RINGER,LOP140110000548,2014-01-10T13:39:24,"{'human_address': '{""address"":""GRAVATT DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4627,OP,2014-01-10T13:40:08,2.0,28X,2,415,DISTURBING THE PEACE,LOP140110000555,2014-01-10T17:51:06,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4628,OP,2014-01-10T13:46:14,1.0,14Y,2,901,VEHICLE COLLISION/PR,LOP140110000560,2014-01-10T14:52:43,"{'human_address': '{""address"":""AV&amp;SUNNYSLOPE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4629,OP,2014-01-10T13:48:28,1.0,10Y,2,953,INVESTIGATE REPORT O,LOP140110000561,2014-01-10T13:48:29,"{'human_address': '{""address"":""ST&amp;ADELINE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4631,OP,2014-01-10T13:49:14,1.0,04X,2,415C,415 UNKNOWN,LOP140110000563,2014-01-10T13:56:38,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4632,OP,2014-01-10T13:49:54,2.0,24X,2,242,BATTERY,LOP140110000567,2014-01-11T01:36:17,"{'human_address': '{""address"":""LYON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4633,OP,2014-01-10T13:50:13,1.0,18X,2,933R,ALARM-RINGER,LOP140110000564,2014-01-10T15:56:48,"{'human_address': '{""address"":""E 19TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4634,OP,2014-01-10T13:51:34,1.0,10Y,2,MP,MISSING PERSON,LOP140110000566,2014-01-10T13:51:39,"{'human_address': '{""address"":""47TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4635,OP,2014-01-10T13:51:50,1.0,04X,2,911H,911 HANG-UP,LOP140110000569,2014-01-10T13:53:05,"{'human_address': '{""address"":""FRANKLIN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4636,OP,2014-01-10T13:52:07,1.0,07X,2,415LT,DISTURBANCE-LANDLORD,LOP140110000575,2014-01-10T15:24:54,"{'human_address': '{""address"":""SAN PABLO AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4637,OP,2014-01-10T13:55:42,1.0,13Z,2,911H,911 HANG-UP,LOP140110000577,2014-01-10T13:57:17,"{'human_address': '{""address"":""ASCOT DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4638,OP,2014-01-10T13:59:39,1.0,03Y,2,MP,MISSING PERSON,LOP140110000580,2014-01-10T15:09:53,"{'human_address': '{""address"":""7TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4639,OP,2014-01-10T14:00:48,1.0,03Y,2,911H,911 HANG-UP,LOP140110000585,2014-01-10T14:04:06,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4640,OP,2014-01-10T14:04:19,1.0,08X,2,911H,911 HANG-UP,LOP140110000592,2014-01-10T14:04:47,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4641,OP,2014-01-10T14:05:45,1.0,22X,2,647C,OBSTRUCT PERSON'S MO,LOP140110000596,2014-01-10T16:16:13,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4642,OP,2014-01-10T14:09:48,2.0,30X,1,415GS,415 GUNSHOTS,LOP140110000601,2014-01-10T15:09:58,"{'human_address': '{""address"":""KRAUSE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4643,OP,2014-01-10T14:09:54,2.0,24X,1,242,BATTERY,LOP140110000602,2014-01-10T15:19:42,"{'human_address': '{""address"":""41ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4644,OP,2014-01-10T14:11:11,2.0,34X,2,949,SUSPICIOUS VEHICLE,LOP140110000607,2014-01-10T15:13:04,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4645,OP,2014-01-10T14:11:17,2.0,31Y,2,415,DISTURBING THE PEACE,LOP140110000603,2014-01-10T20:02:43,"{'human_address': '{""address"":""HEGENBERGER RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4646,OP,2014-01-10T14:13:19,2.0,30X,2,415C,415 UNKNOWN,LOP140110000606,2014-01-10T19:22:40,"{'human_address': '{""address"":""BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4647,OP,2014-01-10T14:15:05,2.0,32X,2,901,VEHICLE COLLISION/PR,LOP140110000609,2014-01-10T20:10:15,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4648,OP,2014-01-10T14:21:27,1.0,22X,1,913TH,SUICIDE THREATS,LOP140110000612,2014-01-10T15:00:08,"{'human_address': '{""address"":""LINCOLN AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4649,OP,2014-01-10T14:21:39,2.0,29X,2,23103,RECKLESS DRIVING,LOP140110000614,2014-01-10T14:50:02,"{'human_address': '{""address"":""BRANN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4650,OP,2014-01-10T14:23:55,2.0,32X,2,368,CRUELTY TO DEPENDENT,LOP140110000616,2014-01-11T09:37:46,"{'human_address': '{""address"":""STONEMASON CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4651,OP,2014-01-10T14:24:18,1.0,09X,1,470,FORGERY,LOP140110000617,2014-01-10T16:22:27,"{'human_address': '{""address"":""40TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4652,OP,2014-01-10T14:25:32,1.0,14X,2,415UG,DISTURBANCE-UNWANTED,LOP140110000618,2014-01-10T14:40:33,"{'human_address': '{""address"":""ORANGE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4653,OP,2014-01-10T14:25:43,1.0,21X,2,273_6,VIOLATION OF COURT O,LOP140110000625,2014-01-10T14:35:24,"{'human_address': '{""address"":""24TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4654,OP,2014-01-10T14:26:17,2.0,29X,2,955A,VICIOUS ANIMAL,LOP140110000620,2014-01-10T15:25:21,"{'human_address': '{""address"":""SEMINARY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4655,OP,2014-01-10T14:28:55,1.0,18Y,1,601R,RUNAWAY,LOP140110000622,2014-01-10T17:03:07,"{'human_address': '{""address"":""E 24TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4656,OP,2014-01-10T14:28:57,1.0,12Y,2,913TH,SUICIDE THREATS,LOP140110000626,2014-01-10T16:08:46,"{'human_address': '{""address"":""COLLEGE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4657,OP,2014-01-10T14:39:46,1.0,03X,2,415,DISTURBING THE PEACE,LOP140110000631,2014-01-10T16:11:32,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4658,OP,2014-01-10T14:41:27,1.0,22Y,2,933R,ALARM-RINGER,LOP140110000633,2014-01-10T15:55:21,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4659,OP,2014-01-10T14:41:33,2.0,29X,2,912,SUSPICIOUS PERSON,LOP140110000634,2014-01-10T16:17:59,"{'human_address': '{""address"":""56TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4660,OP,2014-01-10T14:41:35,2.0,26Y,2,415N,DISTURBANCE-NEIGHBOR,LOP140110000639,2014-01-11T09:37:04,"{'human_address': '{""address"":""77TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4661,OP,2014-01-10T14:47:51,2.0,31Y,2,900,MISCELLANEOUS/UNKNOW,LOP140110000638,2014-01-10T14:49:21,"{'human_address': '{""address"":""DATE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4662,OP,2014-01-10T14:48:30,1.0,08X,1,459AU,AUTO BURGLARY--IP,LOP140110000641,2014-01-10T16:52:27,"{'human_address': '{""address"":""ORANGE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4663,OP,2014-01-10T14:48:40,1.0,08X,1,211,ROBBERY,LOP140110000643,2014-01-10T14:50:19,"{'human_address': '{""address"":""ORANGE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4664,OP,2014-01-10T14:49:10,1.0,04X,2,911H,911 HANG-UP,LOP140110000642,2014-01-10T14:50:18,"{'human_address': '{""address"":""17TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4665,OP,2014-01-10T14:54:04,1.0,09X,2,5150,MENTALLY ILL,LOP140110000646,2014-01-10T15:45:50,"{'human_address': '{""address"":""PIEDMONT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4666,OP,2014-01-10T15:03:11,1.0,12Y,2,10851,STOLEN VEHICLE,LOP140110000662,2014-01-10T16:49:43,"{'human_address': '{""address"":""MANOR CREST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4667,OP,2014-01-10T15:04:08,2.0,26X,2,933R,ALARM-RINGER,LOP140110000660,2014-01-10T23:14:53,"{'human_address': '{""address"":""SAN LEANDRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4668,OP,2014-01-10T15:06:42,2.0,32Y,2,415,415 FAMILY,LOP140110000667,2014-01-10T22:31:09,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4669,OP,2014-01-10T15:07:44,1.0,04X,1,CODE7,SUBJECT ARMED WITH W,LOP140110000668,2014-01-10T18:25:29,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4670,OP,2014-01-10T15:12:41,2.0,31X,1,215,CARJACKING,LOP140110000672,2014-01-10T15:26:33,"{'human_address': '{""address"":""EARHART RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4671,OP,2014-01-10T15:12:49,2.0,31Y,2,10851,STOLEN VEHICLE,LOP140110000671,2014-01-10T15:14:57,"{'human_address': '{""address"":""98TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4672,OP,2014-01-10T15:14:02,1.0,02X,2,647,DISORDERLY CONDUCT,LOP140110000673,2014-01-10T15:41:40,"{'human_address': '{""address"":""ADELINE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4673,OP,2014-01-10T15:14:52,2.0,25X,1,594,VANDALISM,LOP140110000676,2014-01-10T19:03:14,"{'human_address': '{""address"":""LOMA VISTA AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4674,OP,2014-01-10T15:16:32,1.0,04X,2,933R,ALARM-RINGER,LOP140110000674,2014-01-10T15:20:27,"{'human_address': '{""address"":""ALICE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4675,OP,2014-01-10T15:18:42,1.0,10X,2,415RM,DISTURBING BETWEEN R,LOP140110000677,2014-01-10T16:13:05,"{'human_address': '{""address"":""57TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4676,OP,2014-01-10T15:22:16,1.0,17Y,2,415TH,415 THREATS,LOP140110000678,2014-01-10T19:06:27,"{'human_address': '{""address"":""E 31ST ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4677,OP,2014-01-10T15:23:36,2.0,27Y,2,10851,STOLEN VEHICLE,LOP140110000680,2014-01-10T16:51:11,"{'human_address': '{""address"":""66TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4678,OP,2014-01-10T15:24:12,2.0,32Y,2,415C,415 UNKNOWN,LOP140110000679,2014-01-11T00:03:41,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4679,OP,2014-01-10T15:25:53,2.0,25Y,2,20002,HIT & RUN (PROPERTY,LOP140110000683,2014-01-11T01:01:11,"{'human_address': '{""address"":""SKYLINE BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4680,OP,2014-01-10T15:30:57,2.0,29X,2,975,STAND BY AND PRESERV,LOP140110000686,2014-01-11T08:38:42,"{'human_address': '{""address"":""SEMINARY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4681,OP,2014-01-10T15:32:53,2.0,35X,1,CODE7,SUBJECT ARMED WITH W,LOP140110000687,2014-01-10T16:01:42,"{'human_address': '{""address"":""AV&amp;BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4682,OP,2014-01-10T15:36:57,1.0,22Y,2,953,INVESTIGATE REPORT O,LOP140110000688,2014-01-10T15:37:25,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4683,OP,2014-01-10T15:39:48,2.0,33X,1,242,BATTERY,LOP140110000690,2014-01-10T20:50:53,"{'human_address': '{""address"":""94TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4684,OP,2014-01-10T15:42:52,1.0,08X,1,PDOA,POSSIBLE DEAD PERSON,LOP140110000695,2014-01-10T15:43:23,"{'human_address': '{""address"":""SHAFTER AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4685,OP,2014-01-10T15:43:13,1.0,06X,2,A211,ATTEMPTED ROBBERY,LOP140110000696,2014-01-10T16:37:53,"{'human_address': '{""address"":""ST&amp;SAN PABLO AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4686,OP,2014-01-10T15:43:18,1.0,08X,2,911H,911 HANG-UP,LOP140110000697,2014-01-10T15:44:24,"{'human_address': '{""address"":""29TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4687,OP,2014-01-10T15:48:21,1.0,04X,2,913TH,SUICIDE THREATS,LOP140110000703,2014-01-10T17:07:48,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4688,OP,2014-01-10T15:48:23,2.0,23X,2,415TH,415 THREATS,LOP140110000705,2014-01-11T11:05:17,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4689,OP,2014-01-10T15:49:56,2.0,31Y,2,911H,911 HANG-UP,LOP140110000704,2014-01-10T15:50:43,"{'human_address': '{""address"":""ENTERPRISE WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4690,OP,2014-01-10T15:52:56,2.0,23X,1,FNDJUV,FOUND JUVENILE,LOP140110000706,2014-01-10T18:03:37,"{'human_address': '{""address"":""AV&amp;FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4691,OP,2014-01-10T15:56:54,1.0,08X,1,PDOA,POSSIBLE DEAD PERSON,LOP140110000709,2014-01-10T19:46:11,"{'human_address': '{""address"":""SHAFTER AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
